Column1;Column2;Column3
feature;max;min
0;0.2676379084587097;-0.2994062602519989
1;0.5636212229728699;-0.48773109912872314
2;0.30071496963500977;-0.45956701040267944
3;0.2273661494255066;-0.32896602153778076
4;0.21509847044944763;-0.32183128595352173
5;0.4910072088241577;-0.432155966758728
6;0.8488065004348755;-1.0969488620758057
7;0.2853517532348633;-0.28868141770362854
8;0.5811318159103394;-0.32251739501953125
9;0.35143977403640747;-0.35644739866256714
10;0.3556951880455017;-0.5151585340499878
11;0.5062826871871948;-0.247982457280159
12;0.32020020484924316;-0.47705960273742676
13;0.49718308448791504;-0.7308052182197571
14;0.14604507386684418;-0.2431459128856659
15;0.2763357162475586;-0.19544866681098938
16;0.37506645917892456;-0.3024900555610657
17;0.33717265725135803;-0.22711776196956635
18;0.16221413016319275;-0.3073890507221222
19;0.2718202471733093;-0.33045539259910583
20;0.269258588552475;-0.4495992362499237
21;0.439191073179245;-0.4461632966995239
22;0.3169814944267273;-0.27307459712028503
23;0.509735107421875;-0.6118971109390259
24;0.26933613419532776;-0.20989708602428436
25;0.4667900800704956;-0.37364768981933594
26;0.33991628885269165;-0.30979400873184204
27;0.2853868007659912;-0.30304598808288574
28;0.23126940429210663;-0.3054574131965637
29;0.23778608441352844;-0.2614612579345703
30;0.17267462611198425;-0.24739311635494232
31;0.23344606161117554;-0.42513757944107056
32;0.2658250033855438;-0.3038126826286316
33;0.3270331621170044;-0.38205042481422424
34;0.46058493852615356;-0.395375519990921
35;0.2899583876132965;-0.36319500207901
36;0.3538021147251129;-0.5477756261825562
37;0.24449387192726135;-0.20520615577697754
38;0.5350022315979004;-0.3554325997829437
39;0.39634114503860474;-0.2583066523075104
40;0.21703386306762695;-0.18157196044921875
41;0.29889822006225586;-0.2506231963634491
42;0.2954803705215454;-0.19740693271160126
43;0.27486443519592285;-0.42737719416618347
44;0.2710252106189728;-0.401689350605011
45;0.2804754376411438;-0.4222606420516968
46;0.23972320556640625;-0.21712490916252136
47;0.35736918449401855;-0.34627071022987366
48;0.35250768065452576;-0.43600133061408997
49;0.648641049861908;-0.601088285446167
50;0.3269249200820923;-0.3593921661376953
51;0.3075781762599945;-0.3920494019985199
52;0.8075735569000244;-0.5225598812103271
53;0.26352667808532715;-0.28248894214630127
54;0.32484591007232666;-0.37823963165283203
55;0.30836665630340576;-0.2807002663612366
56;0.5474072694778442;-0.4753556549549103
57;0.2930337190628052;-0.2988892197608948
58;0.2600593864917755;-0.2118891477584839
59;0.2804785966873169;-0.18303048610687256
60;0.3394268751144409;-0.4069669842720032
61;0.4735889136791229;-0.30855631828308105
62;0.23804625868797302;-0.4513360857963562
63;0.2992726266384125;-0.32641279697418213
64;0.41776466369628906;-0.29449379444122314
65;0.43845245242118835;-0.2147042453289032
66;0.27284759283065796;-0.2607532739639282
67;0.607850193977356;-0.29096105694770813
68;0.26036930084228516;-0.23606714606285095
69;0.7514373064041138;-0.5298181772232056
70;0.3213534951210022;-0.35271313786506653
71;0.3850488066673279;-0.6117401123046875
72;0.5335336327552795;-0.3173256516456604
73;0.297712504863739;-0.39739540219306946
74;0.40030455589294434;-0.5763084888458252
75;1.430058479309082;-1.8208414316177368
76;0.579625129699707;-0.20676369965076447
77;0.43666592240333557;-0.48280051350593567
78;0.46926769614219666;-0.4130631685256958
79;0.2813863158226013;-0.41098201274871826
80;0.13512198626995087;-0.16328303515911102
81;0.43149906396865845;-0.37812942266464233
82;0.40895551443099976;-0.24661442637443542
83;0.6084149479866028;-0.3346920311450958
84;0.2722374200820923;-0.33460599184036255
85;0.24497665464878082;-0.31050851941108704
86;0.29028141498565674;-0.41869500279426575
87;0.32694104313850403;-0.3490133583545685
88;0.7921084761619568;-0.558776319026947
89;0.27526789903640747;-0.41041049361228943
90;0.25103265047073364;-0.2685498595237732
91;0.41516315937042236;-0.35125404596328735
92;0.5916657447814941;-0.6169528365135193
93;0.5613976716995239;-0.35185378789901733
94;0.39217764139175415;-0.4541650414466858
95;0.21334119141101837;-0.3754519820213318
96;0.21447214484214783;-0.13384214043617249
97;0.23351043462753296;-0.3705030083656311
98;1.8793771266937256;-1.4675114154815674
99;0.45242470502853394;-0.36464723944664
100;0.21100935339927673;-0.29978761076927185
101;0.27342092990875244;-0.2580077350139618
102;0.23619616031646729;-0.3554479777812958
103;2.4223575592041016;-1.6832733154296875
104;0.5300102233886719;-0.37356245517730713
105;0.23341135680675507;-0.25474661588668823
106;0.5629683136940002;-0.49891364574432373
107;0.21974214911460876;-0.204067200422287
108;0.3245808184146881;-0.25500184297561646
109;0.218800887465477;-0.23513895273208618
110;0.35692718625068665;-0.20626971125602722
111;0.46933847665786743;-0.5279237031936646
112;0.6251895427703857;-0.3297461271286011
113;0.545814037322998;-0.39330190420150757
114;1.7388389110565186;-2.487438678741455
115;0.33326414227485657;-0.4298698306083679
116;0.37623023986816406;-0.29171234369277954
117;0.21867136657238007;-0.3233492970466614
118;0.3604445159435272;-0.483771413564682
119;4.2198004722595215;-1.6880414485931396
120;0.37254807353019714;-0.28924763202667236
121;0.40432167053222656;-0.17132709920406342
122;0.5181435346603394;-0.41295209527015686
123;0.3790823817253113;-0.324045330286026
124;0.23227553069591522;-0.32093459367752075
125;0.3648323714733124;-0.3398282527923584
126;0.48637351393699646;-0.36156922578811646
127;0.3094501197338104;-0.24570238590240479
128;0.1536417007446289;-0.19218161702156067
129;0.32383203506469727;-0.22969229519367218
130;0.3701116144657135;-0.34463098645210266
131;0.23964330554008484;-0.3896387815475464
132;0.8438892960548401;-0.4388841986656189
133;0.2754499316215515;-0.38722461462020874
134;0.26283901929855347;-0.22976763546466827
135;2.1107611656188965;-2.2951674461364746
136;0.33388811349868774;-0.43508508801460266
137;0.5049648880958557;-0.2515661120414734
138;0.32169634103775024;-0.3663058280944824
139;0.2330525517463684;-0.2892725467681885
140;0.3843053877353668;-0.3967134952545166
141;0.8001105189323425;-0.3140244781970978
142;0.3569160997867584;-0.25599047541618347
143;1.1406419277191162;-3.877239227294922
144;0.4442884922027588;-0.3652955889701843
145;0.36039984226226807;-0.29274147748947144
146;0.27343493700027466;-0.2948692739009857
147;0.22844164073467255;-0.3546619713306427
148;0.27040794491767883;-0.23987427353858948
149;0.24321171641349792;-0.2338540256023407
150;0.3054441213607788;-0.2357071489095688
151;0.46250906586647034;-0.4746301770210266
152;0.17152294516563416;-0.2812221348285675
153;0.370542973279953;-0.23199409246444702
154;2.3757858276367188;-3.1316239833831787
155;0.34146085381507874;-0.2732301354408264
156;0.36914390325546265;-0.4984084367752075
157;0.4223843216896057;-0.29167523980140686
158;0.46870172023773193;-0.43167728185653687
159;0.2641805410385132;-0.28181853890419006
160;0.2660241723060608;-0.30317485332489014
161;0.23491209745407104;-0.24379919469356537
162;0.37745973467826843;-0.30733993649482727
163;0.3549613058567047;-0.4172602891921997
164;0.399350643157959;-0.2252967357635498
165;0.32070285081863403;-0.41253072023391724
166;0.30048105120658875;-0.21093079447746277
167;0.4502430558204651;-0.3559386134147644
168;0.35528790950775146;-0.2896775007247925
169;0.34222209453582764;-0.254302442073822
170;0.24868816137313843;-0.2227799892425537
171;0.4374210238456726;-0.3431149423122406
172;0.2836158871650696;-0.5973714590072632
173;0.42362654209136963;-0.5450115203857422
174;0.21288058161735535;-0.31134605407714844
175;0.337566077709198;-0.829456090927124
176;0.41048479080200195;-0.3205340504646301
177;0.3572724759578705;-0.3813120126724243
178;0.20436178147792816;-0.6645348072052002
179;0.3296268582344055;-0.28454920649528503
180;0.5270153880119324;-0.20567864179611206
181;0.33710381388664246;-0.3591044545173645
182;0.6193195581436157;-0.2722337543964386
183;0.6033350229263306;-0.4768868088722229
184;0.17471614480018616;-0.27956539392471313
185;0.21806058287620544;-0.31918901205062866
186;0.39597055315971375;-0.42323386669158936
187;0.28191089630126953;-0.3109697997570038
188;0.143845796585083;-0.2466234564781189
189;0.2059846818447113;-0.31880539655685425
190;0.3706094026565552;-0.38874050974845886
191;0.3639514446258545;-0.5258809924125671
192;0.4373582601547241;-0.28412318229675293
193;0.268324613571167;-0.3062225878238678
194;0.5780171155929565;-0.3010592460632324
195;0.3781047463417053;-0.23315179347991943
196;0.2301870733499527;-0.2721802592277527
197;0.37297943234443665;-0.3063916563987732
198;0.27268147468566895;-0.3882322907447815
199;0.40534117817878723;-0.37581878900527954
200;0.29890307784080505;-0.20893818140029907
201;0.4920821785926819;-0.4112795293331146
202;0.42244595289230347;-0.4242618680000305
203;0.3938784599304199;-0.3618180453777313
204;0.39400628209114075;-0.4195641577243805
205;0.2348589301109314;-0.325496107339859
206;0.3170571029186249;-0.35222750902175903
207;0.3272664546966553;-0.2657824158668518
208;0.22430774569511414;-0.17342928051948547
209;0.384357750415802;-0.21595755219459534
210;0.32617396116256714;-0.17354124784469604
211;0.3244316577911377;-0.42609018087387085
212;0.4192073345184326;-0.27822965383529663
213;0.5310367345809937;-0.45090043544769287
214;0.3322307765483856;-0.40494510531425476
215;0.27650347352027893;-0.7585321068763733
216;0.4210039973258972;-0.33253157138824463
217;0.495665043592453;-0.5591498613357544
218;0.2872096300125122;-0.30500251054763794
219;0.31160473823547363;-0.4537537693977356
220;1.8219773769378662;-2.0090079307556152
221;0.3515438139438629;-0.38151806592941284
222;0.31898143887519836;-0.18335217237472534
223;0.3555980920791626;-0.21036866307258606
224;0.5770484209060669;-0.2574363052845001
225;0.3853224217891693;-0.4395836293697357
226;0.5041751861572266;-0.3129462003707886
227;0.21416246891021729;-0.11769670248031616
228;0.4634028971195221;-0.3595171868801117
229;0.1874130368232727;-0.23409539461135864
230;0.38155651092529297;-0.46828287839889526
231;2.1450774669647217;-2.379326343536377
232;0.30112773180007935;-0.3843713402748108
233;0.6289197206497192;-0.6164566874504089
234;0.26446646451950073;-0.30271220207214355
235;1.3139615058898926;-2.2257702350616455
236;0.19810685515403748;-0.138951376080513
237;0.2152675986289978;-0.2829141616821289
238;0.43176767230033875;-0.2364867478609085
239;0.49823909997940063;-0.28178536891937256
240;0.24222387373447418;-0.24003760516643524
241;0.5286364555358887;-0.6855872273445129
242;1.8730933666229248;-2.6477508544921875
243;0.4307020902633667;-0.45585694909095764
244;0.5688375234603882;-0.6875051259994507
245;0.37505191564559937;-0.3087242841720581
246;1.3110953569412231;-0.6793937087059021
247;0.5292768478393555;-0.41574132442474365
248;0.23575331270694733;-0.3514554500579834
249;0.2280309498310089;-0.39380353689193726
250;0.2619177997112274;-0.2383984625339508
251;0.32613909244537354;-0.27021124958992004
252;0.343459814786911;-0.5189932584762573
253;0.41729143261909485;-0.2687699794769287
254;0.34483861923217773;-0.4369252920150757
255;0.26329556107521057;-0.2822487950325012
256;0.21935507655143738;-0.25738829374313354
257;0.38937440514564514;-0.33851158618927
258;0.403830349445343;-0.47334596514701843
259;0.43210387229919434;-0.27919241786003113
260;0.40738439559936523;-0.2738632261753082
261;0.4211042523384094;-0.48710447549819946
262;0.3793332576751709;-0.473084032535553
263;0.7112123966217041;-0.38619863986968994
264;0.4862162470817566;-0.22893497347831726
265;0.27642494440078735;-0.34965720772743225
266;0.5260916948318481;-0.3729346692562103
267;0.3408740162849426;-0.2723829448223114
268;0.4250076413154602;-0.32612738013267517
269;0.3226200342178345;-0.3250791132450104
270;0.2958429753780365;-0.3156236410140991
271;0.47879359126091003;-0.39343351125717163
272;0.18905845284461975;-0.306233286857605
273;0.5134609937667847;-0.3800700008869171
274;0.3142995834350586;-0.6437727808952332
275;0.3214091658592224;-0.2228127121925354
276;0.20181351900100708;-0.20651905238628387
277;0.4086509048938751;-0.4982243776321411
278;0.2273775041103363;-0.25891560316085815
279;0.17714610695838928;-0.2797485589981079
280;0.7718179821968079;-0.3197268843650818
281;0.1635027676820755;-0.3140057921409607
282;0.310244619846344;-0.2892603278160095
283;0.548331081867218;-0.40834590792655945
284;0.33759385347366333;-0.2864534258842468
285;0.9272366166114807;-1.48300302028656
286;0.4035252630710602;-0.42369383573532104
287;0.5146349668502808;-0.3769065737724304
288;0.2505910098552704;-0.25101834535598755
289;0.34653225541114807;-0.20677199959754944
290;0.24140051007270813;-0.2659111022949219
291;0.27263373136520386;-0.23549991846084595
292;0.4109122157096863;-0.4216840863227844
293;0.20648759603500366;-0.4646798372268677
294;0.32784560322761536;-0.5245762467384338
295;0.30941128730773926;-0.2385941445827484
296;0.25710415840148926;-0.36298853158950806
297;0.4471598267555237;-0.35486090183258057
298;0.3538345396518707;-0.2578287720680237
299;0.501314640045166;-0.23388513922691345
300;0.41220802068710327;-0.29162025451660156
301;1.1073130369186401;-0.4721614420413971
302;0.3400796949863434;-0.5647354125976562
303;0.3071649372577667;-0.3698168694972992
304;0.23680664598941803;-0.1838538646697998
305;0.521885335445404;-0.3347776532173157
306;0.22612033784389496;-0.27612990140914917
307;0.2511788606643677;-0.25080564618110657
308;0.5447990298271179;-0.33632177114486694
309;0.22776463627815247;-0.2027294635772705
310;0.2619518041610718;-0.3144170939922333
311;0.18889351189136505;-0.24370576441287994
312;0.2813599109649658;-0.3615967631340027
313;0.42905393242836;-0.3096444308757782
314;0.3820642828941345;-0.347520649433136
315;0.3047974109649658;-0.3222869634628296
316;1.0469521284103394;-1.1510851383209229
317;0.2708398103713989;-0.23610757291316986
318;0.32738184928894043;-0.3652265667915344
319;0.39947399497032166;-0.20583468675613403
320;0.2381652295589447;-0.27327096462249756
321;0.5362648367881775;-0.5572806596755981
322;0.33769264817237854;-0.31945276260375977
323;0.24715396761894226;-0.21094690263271332
324;0.651280403137207;-0.46642565727233887
325;0.27748823165893555;-0.7161587476730347
326;0.224351167678833;-0.1906682252883911
327;0.22585082054138184;-0.38449084758758545
328;0.18645645678043365;-0.1992970108985901
329;0.2795104384422302;-0.2615935802459717
330;0.1854894906282425;-0.44610539078712463
331;0.32101351022720337;-0.5226897597312927
332;0.4743242859840393;-0.33965039253234863
333;0.20773662626743317;-0.29176032543182373
334;0.3776276111602783;-0.26648059487342834
335;0.24744057655334473;-0.6075966358184814
336;0.42477336525917053;-0.47235429286956787
337;0.4477030336856842;-0.6152265071868896
338;0.6566769480705261;-0.5474191308021545
339;0.3622503876686096;-0.35426318645477295
340;0.30980920791625977;-0.34266960620880127
341;0.21689948439598083;-0.23802509903907776
342;0.2470388412475586;-0.29489535093307495
343;0.6658064723014832;-0.46939247846603394
344;0.28056585788726807;-0.33191508054733276
345;0.29663950204849243;-0.3305283784866333
346;0.21230444312095642;-0.3138214349746704
347;0.40366512537002563;-0.30834633111953735
348;0.34485378861427307;-0.2730958163738251
349;0.30859965085983276;-0.5876381397247314
350;0.26240670680999756;-0.4829850196838379
351;0.3302382230758667;-0.25988683104515076
352;0.3260260820388794;-0.3803558945655823
353;0.4192153811454773;-0.33823350071907043
354;0.2706843912601471;-0.35575544834136963
355;0.2654096186161041;-0.29903334379196167
356;0.36403602361679077;-0.281036376953125
357;0.3327634036540985;-0.25401973724365234
358;0.38857507705688477;-0.21133247017860413
359;0.5933518409729004;-0.3915680944919586
360;0.5361146330833435;-0.6740680932998657
361;0.2787402868270874;-0.2499672919511795
362;0.23614910244941711;-0.3602157235145569
363;0.322487473487854;-0.27590280771255493
364;0.327737957239151;-0.3669230341911316
365;0.20406031608581543;-0.3837134838104248
366;0.7864652276039124;-0.579576313495636
367;0.29088491201400757;-0.7105762958526611
368;0.41239795088768005;-0.2662566304206848
369;0.2683977782726288;-0.3766576051712036
370;0.24422168731689453;-0.16302701830863953
371;0.5275775194168091;-0.566338300704956
372;0.3381534516811371;-0.24663403630256653
373;0.2723331153392792;-0.26147669553756714
374;0.2343236804008484;-0.3009289801120758
375;0.3575979471206665;-0.2715216279029846
376;0.5025480389595032;-0.3592509925365448
377;0.235206738114357;-0.26573050022125244
378;0.36861929297447205;-0.45463842153549194
379;3.0505998134613037;-1.9672331809997559
380;0.3801027238368988;-0.3981177806854248
381;0.33950236439704895;-0.32351723313331604
382;0.4101899266242981;-0.34721633791923523
383;0.4297465682029724;-0.2806285321712494
384;0.3846672773361206;-0.4853053092956543
385;0.30240610241889954;-0.2960748076438904
386;0.371041864156723;-0.4371780753135681
387;0.2657669186592102;-0.30466121435165405
388;0.5512753129005432;-0.8214966058731079
389;0.2739902436733246;-0.43720126152038574
390;0.5977925062179565;-0.2501052916049957
391;0.3489285111427307;-0.3030356168746948
392;0.3879731297492981;-0.25581467151641846
393;0.319092333316803;-0.3789573311805725
394;0.46348804235458374;-0.32071566581726074
395;0.1932601034641266;-0.1748107522726059
396;0.35899776220321655;-0.35753658413887024
397;0.43340450525283813;-0.35972556471824646
398;0.23769746720790863;-0.2593623101711273
399;0.26853689551353455;-0.26467064023017883
400;0.44061577320098877;-0.4705197811126709
401;0.24755243957042694;-0.30803215503692627
402;0.34258201718330383;-0.23611454665660858
403;0.3754856586456299;-0.29871171712875366
404;0.4127826392650604;-0.43068385124206543
405;0.47903671860694885;-0.21749499440193176
406;1.1113667488098145;-1.8915151357650757
407;0.287985622882843;-0.21633374691009521
408;0.30455830693244934;-0.5216284394264221
409;0.3773212730884552;-0.373491108417511
410;0.3846796751022339;-0.2549450993537903
411;0.46241146326065063;-0.21097984910011292
412;0.30039161443710327;-0.25793570280075073
413;0.26486557722091675;-0.2882678210735321
414;0.34468740224838257;-0.36191946268081665
415;0.3786033093929291;-0.2655637264251709
416;0.30488014221191406;-0.280366986989975
417;0.3406149744987488;-0.2408818006515503
418;0.36596786975860596;-0.5198832154273987
419;0.3901163339614868;-0.2914755940437317
420;0.19948822259902954;-0.3885144591331482
421;0.9254828691482544;-0.8967453241348267
422;0.3407624363899231;-0.3249620795249939
423;0.3128363788127899;-0.21912579238414764
424;0.6847302317619324;-0.3220198452472687
425;0.33920249342918396;-0.2501258850097656
426;1.4177716970443726;-3.3144326210021973
427;0.4976040720939636;-0.34102797508239746
428;2.4056382179260254;-2.046309471130371
429;0.3600856065750122;-0.23188675940036774
430;0.3234226107597351;-0.27549463510513306
431;0.2270544022321701;-0.16496290266513824
432;0.3682142496109009;-0.5646712779998779
433;0.17572669684886932;-0.29436999559402466
434;0.21054592728614807;-0.2719891369342804
435;0.34404245018959045;-0.5588382482528687
436;0.1995609551668167;-0.17860668897628784
437;0.28372645378112793;-0.26649782061576843
438;0.43679022789001465;-0.35635626316070557
439;0.3877848982810974;-0.25883936882019043
440;0.44919437170028687;-0.3420378267765045
441;0.5490426421165466;-0.2779112458229065
442;0.24404019117355347;-0.2229776531457901
443;0.3394356369972229;-0.314761221408844
444;0.329434335231781;-0.3444337844848633
445;0.3660162389278412;-0.3619711399078369
446;0.19698970019817352;-0.3800378441810608
447;0.49816450476646423;-0.40703505277633667
448;0.4032842516899109;-0.21412920951843262
449;0.49898940324783325;-0.6637746691703796
450;0.33944228291511536;-0.23295190930366516
451;0.2323431819677353;-0.33075666427612305
452;0.3789621591567993;-0.5790852904319763
453;0.6337499618530273;-0.29826292395591736
454;0.35585054755210876;-0.3811272382736206
455;0.27280348539352417;-0.39343592524528503
456;0.5192256569862366;-0.3635956645011902
457;0.34404200315475464;-0.15766356885433197
458;0.27663499116897583;-0.1547626405954361
459;0.2964634299278259;-0.2941816449165344
460;0.39811190962791443;-0.17240123450756073
461;0.3108905851840973;-0.3731819987297058
462;0.26522302627563477;-0.3138744831085205
463;0.40448474884033203;-0.6438171863555908
464;0.47975441813468933;-0.5643212199211121
465;0.21617484092712402;-0.353704571723938
466;0.2534816265106201;-0.43067193031311035
467;0.6007438898086548;-0.3284311890602112
468;0.3017371594905853;-0.40667808055877686
469;0.3559767007827759;-0.3382238447666168
470;0.2953522801399231;-0.22621247172355652
471;0.24765270948410034;-0.33694931864738464
472;0.3279995918273926;-0.275630384683609
473;0.3871675431728363;-0.4018023908138275
474;0.3784255385398865;-0.21213392913341522
475;0.5535722970962524;-0.38577860593795776
476;0.2359430193901062;-0.3561553359031677
477;0.39797934889793396;-0.5842092037200928
478;0.2660525143146515;-0.3311445415019989
479;0.15971475839614868;-0.2790028154850006
480;0.3053913414478302;-0.45109671354293823
481;0.2323126345872879;-0.27283433079719543
482;0.25436392426490784;-0.2478247582912445
483;0.3964484632015228;-0.23105335235595703
484;0.353193998336792;-0.40702077746391296
485;0.20239675045013428;-0.25134557485580444
486;0.4417935609817505;-0.3157111406326294
487;0.172409325838089;-0.20764698088169098
488;0.25848856568336487;-0.30392488837242126
489;0.26834002137184143;-0.2023472785949707
490;0.23273015022277832;-0.30294370651245117
491;0.37360650300979614;-0.35244446992874146
492;0.42159321904182434;-0.35440096259117126
493;0.5584025382995605;-0.2207270860671997
494;0.31133055686950684;-0.40647757053375244
495;2.568746328353882;-1.6051114797592163
496;1.1950188875198364;-0.8898299932479858
497;0.3955974280834198;-0.5379098057746887
498;0.2560955584049225;-0.24662059545516968
499;0.3694615364074707;-0.2509496510028839
500;0.3527625799179077;-0.3239179849624634
501;0.5697749853134155;-0.5194661617279053
502;0.4437650144100189;-0.28612157702445984
503;0.1892927885055542;-0.3748016953468323
504;0.5428186655044556;-0.17048032581806183
505;0.3564017117023468;-0.690379798412323
506;2.3279738426208496;-2.163123369216919
507;0.2526506781578064;-0.22088149189949036
508;1.6438580751419067;-1.8590097427368164
509;0.19544531404972076;-0.29293835163116455
510;0.372467577457428;-0.35819822549819946
511;0.2888675928115845;-0.339968740940094
